Application ID,Company,Role,Status,Decision,Purpose,Match Score,Match Class,ATS Estimate,Technical Match,Experience Match,AI Match,Company Trust Score,Company Verdict,Platform,Work Mode,Country,Location,Date Found,Date Posted,Applied Date,Deadline,Job URL,Canonical URL,Official Company URL,Resume Version,Resume File,Resume Attachment,Missing Skills,Next Action,Notes,_page_id,_page_url,_created_time,_last_edited_time,_archived,Salary INR Approx,Recruiter,Interview Date,Recruiter Email,Offer Salary,Discovered By,Created,Next Action Date,Company Check Notes,Resume Variant,External Job ID,Reason Not Applied,AmbitionBox Rating,Salary Confidence,Salary Currency,Recruiter URL,Application Method,Rejection Reason,Response,Decision Reason,Verification,Salary Stated,Follow-up Date,Email Status,Google Maps Presence,Glassdoor Rating,Experience Required,Source Confidence,Last Edited,Assessment,Interview Stage,Normalized Role,Company + Role
APP109,Capco,Java Developer with Devops,REJECTED,DO NOT APPLY,,56.7,Low Priority,58.3,12.09,18.23,0,,UNVERIFIED,Greenhouse,Unknown,India,India - Bengaluru,2026-09-17,2026-09-10,,,https://job-boards.greenhouse.io/capco/jobs/8131869,https://job-boards.greenhouse.io/capco/jobs/8131869,,,,,"microservices, spring boot, jenkins",,"Standalone runtime, employer public ATS API. Written 2026-09-17 by the Claude session from a replay of the standalone runtime over that day's live ATS data.",3debe82c-b558-81ad-92ca-f5419501cfea,https://app.notion.com/p/Capco-Java-Developer-with-Devops-3debe82cb55881ad92caf5419501cfea,2026-09-17T13:53:00.000Z,2026-09-17T13:53:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T13:53:00.000Z,,,,gh-8131869,,,UNKNOWN,,,,,,Score below 60. Technical fit 12.1/25 across 7 required and 5 preferred skills. Experience 4.7 years against a stated 5+ requirement. ATS keyword coverage 58% (an estimate).,REAL,,,,Not checked,,5+ years of relevant experience,HIGH,2026-09-17T13:53:00.000Z,,,java developer with devops,Capco — Java Developer with Devops
APP112,Capco,Java Backend Developer,REJECTED,DO NOT APPLY,,51.9,Low Priority,50,9.17,20,0,,UNVERIFIED,Greenhouse,Unknown,India,India - Chennai,2026-09-17,2026-09-16,,,https://job-boards.greenhouse.io/capco/jobs/8203398,https://job-boards.greenhouse.io/capco/jobs/8203398,,,,,"spring boot, angular, jpa",,"Standalone runtime, employer public ATS API. Written 2026-09-17 by the Claude session from a replay of the standalone runtime over that day's live ATS data.",3debe82c-b558-81ba-b476-eac96a148563,https://app.notion.com/p/Capco-Java-Backend-Developer-3debe82cb55881bab476eac96a148563,2026-09-17T13:53:00.000Z,2026-09-17T13:53:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T13:53:00.000Z,,,,gh-8203398,,,UNKNOWN,,,,,,"Score below 60. Technical fit 9.2/25 across 6 required skills. ATS keyword coverage 50% (an estimate). Critical gaps (multi-year, do not claim these): angular",REAL,,,,Not checked,,1-year experience,HIGH,2026-09-17T13:53:00.000Z,,,java backend developer,Capco — Java Backend Developer
APP111,Capco,ML Engineer (Full Stack),REJECTED,DO NOT APPLY,,54.8,Low Priority,75,15,16,0,,UNVERIFIED,Greenhouse,Unknown,India,India,2026-09-17,2026-09-02,,,https://job-boards.greenhouse.io/capco/jobs/8152797,https://job-boards.greenhouse.io/capco/jobs/8152797,,,,,pytorch,,"Standalone runtime, employer public ATS API. Written 2026-09-17 by the Claude session from a replay of the standalone runtime over that day's live ATS data.",3debe82c-b558-81c7-8ae6-d0e7c1a96bd7,https://app.notion.com/p/Capco-ML-Engineer-Full-Stack-3debe82cb55881c78ae6d0e7c1a96bd7,2026-09-17T13:53:00.000Z,2026-09-17T13:53:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T13:53:00.000Z,,,,gh-8152797,,,UNKNOWN,,,,,,"Score below 60. Technical fit 15.0/25 across 4 required skills. ATS keyword coverage 75% (an estimate). Critical gaps (multi-year, do not claim these): pytorch",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T13:53:00.000Z,,,ml engineer full stack,Capco — ML Engineer (Full Stack)
APP110,Capco,Automation Testing – Selenium Java and API,REJECTED,DO NOT APPLY,,55.8,Low Priority,75,16.25,16,0,,UNVERIFIED,Greenhouse,Unknown,India,India - Bengaluru,2026-09-17,2026-08-26,,,https://job-boards.greenhouse.io/capco/jobs/8121178,https://job-boards.greenhouse.io/capco/jobs/8121178,,,,,"jenkins, agile",,"Standalone runtime, employer public ATS API. Title filter tightened afterwards so testing roles are skipped. Written 2026-09-17 by the Claude session from a replay of the standalone runtime over that day's live ATS data.",3debe82c-b558-81cc-a266-f7e4b9217a9d,https://app.notion.com/p/Capco-Automation-Testing-Selenium-Java-and-API-3debe82cb55881cca266f7e4b9217a9d,2026-09-17T13:53:00.000Z,2026-09-17T13:53:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T13:53:00.000Z,,,,gh-8121178,,,UNKNOWN,,,,,,"Score below 60; testing role, off the target direction. Technical fit 16.2/25 across 8 required skills. ATS keyword coverage 75% (an estimate).",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T13:53:00.000Z,,,automation testing selenium java and api,Capco — Automation Testing – Selenium Java and API
APP107,Capco,Java Full Stack Developer,MATCHED,MAYBE,TARGET,61.4,Possible,54.5,12.27,11,15,,UNVERIFIED,Greenhouse,Unknown,India,India - Bengaluru,2026-09-17,2026-08-26,,,https://job-boards.greenhouse.io/capco/jobs/8158830,https://job-boards.greenhouse.io/capco/jobs/8158830,,,,,"microservices, spring boot, kubernetes, mongodb, agile","Company trust check (Capco scored 57 and 44 on earlier rows) - full stack + 7 years asked, likely a stretch","Discovered by the standalone runtime via Greenhouse. Claude run 2026-09-18 set Purpose = TARGET (Bengaluru) and confirmed LIVENESS: the page served the full JD 'Java Full Stack Developer', Bengaluru India, with an active application form and no error - posting is OPEN. Note: 'Full Stack' means a frontend requirement she does not have, which is part of why the standalone's ESTIMATED ATS came out at 54.5. Company trust check (SPEC 3a) pending; Company Verdict stays UNVERIFIED. Queued for the 2026-09-19 run.",3debe82c-b558-81f8-a846-e2c077f7839d,https://app.notion.com/p/Capco-Java-Full-Stack-Developer-3debe82cb55881f8a846e2c077f7839d,2026-09-17T13:53:00.000Z,2026-09-18T01:26:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T13:53:00.000Z,,,B-AI+Java,gh-8158830,"2026-09-17: Leela chose not to submit after review - role requires 7+ years and strong React; form asks React/Kafka/Microservices hands-on, truthful answers are No.",,UNKNOWN,,,,,,"Technical fit 12.3/25 across 11 required and 0 preferred skills. Experience 4.7 years against a stated 7+ requirement (2.3-year gap). ATS keyword coverage 54% (an estimate, not any employer's actual ATS score). Learnable gaps (weeks, not years): mongodb Critical gaps (multi-year, do not claim these): kubernetes",REAL,,,,Not checked,,7+ years of software engineering experience,HIGH,2026-09-18T01:26:00.000Z,,,java full stack developer,Capco — Java Full Stack Developer
APP121,Capco,Java Backend Developer,REJECTED,DO NOT APPLY,,39,Low Priority,36.4,6.5,11,0,,UNVERIFIED,Greenhouse,Unknown,India,India - Bengaluru,2026-09-17,2026-08-27,,,https://job-boards.greenhouse.io/capco/jobs/8141013,https://job-boards.greenhouse.io/capco/jobs/8141013,,,,,"microservices, spring boot, kubernetes, kafka, tdd, gcp",,Discovered by the standalone runtime from the employer's public ATS API. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-81ed-8382-c195b2818b55,https://app.notion.com/p/Capco-Java-Backend-Developer-3debe82cb55881ed8382c195b2818b55,2026-09-17T14:25:00.000Z,2026-09-17T14:25:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T14:25:00.000Z,,,,gh-8141013,,,UNKNOWN,,,,,,"Technical fit 6.5/25 across 9 required and 2 preferred skills. Experience 4.7 years against a stated 7+ requirement. ATS keyword coverage 36% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): kafka Critical gaps (multi-year, do not claim these): kubernetes",REAL,,,,Not checked,,7+ years of experience,HIGH,2026-09-17T14:25:00.000Z,,,java backend developer,Capco — Java Backend Developer
APP120,Capco,Java Backend Developer(7-9 yrs),REJECTED,DO NOT APPLY,,42.8,Low Priority,55.6,11.11,11,0,,UNVERIFIED,Greenhouse,Unknown,India,India - Chennai,2026-09-17,2026-09-16,,,https://job-boards.greenhouse.io/capco/jobs/8195191,https://job-boards.greenhouse.io/capco/jobs/8195191,,,,,"microservices, prometheus, kubernetes, hibernate, grafana, spring, agile, jpa",,Discovered by the standalone runtime from the employer's public ATS API. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8160-9eac-c64f8aacf229,https://app.notion.com/p/Capco-Java-Backend-Developer-7-9-yrs-3debe82cb55881609eacc64f8aacf229,2026-09-17T14:25:00.000Z,2026-09-17T14:25:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T14:25:00.000Z,,,,gh-8195191,,,UNKNOWN,,,,,,"Technical fit 11.1/25 across 18 required and 0 preferred skills. Experience 4.7 years against a stated 7+ requirement. ATS keyword coverage 56% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Critical gaps (multi-year, do not claim these): kubernetes",REAL,,,,Not checked,,7+ years of experience,HIGH,2026-09-17T14:25:00.000Z,,,java backend developer 7 9 yrs,Capco — Java Backend Developer(7-9 yrs)
APP119,Capco,Java Backend Developer - Vadodara,REJECTED,DO NOT APPLY,,43.5,Low Priority,30,5.5,16,0,,UNVERIFIED,Greenhouse,Hybrid,India,India - Pune,2026-09-17,2026-09-10,,,https://job-boards.greenhouse.io/capco/jobs/8190595,https://job-boards.greenhouse.io/capco/jobs/8190595,,,,,"distributed systems, microservices, unit testing, spring boot, agile, kafka, jpa",,Discovered by the standalone runtime from the employer's public ATS API. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8118-b6c9-c01372104ba7,https://app.notion.com/p/Capco-Java-Backend-Developer-Vadodara-3debe82cb5588118b6c9c01372104ba7,2026-09-17T14:25:00.000Z,2026-09-17T14:25:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T14:25:00.000Z,,,,gh-8190595,,,UNKNOWN,,,,,,"Technical fit 5.5/25 across 10 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 30% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): kafka Critical gaps (multi-year, do not claim these): distributed systems",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T14:25:00.000Z,,,java backend developer vadodara,Capco — Java Backend Developer - Vadodara
APP118,Capco,Java Backend Developer,REJECTED,DO NOT APPLY,,49.2,Low Priority,66.7,11.67,16,0,,UNVERIFIED,Greenhouse,Unknown,India,India - Mumbai,2026-09-17,2026-09-10,,,https://job-boards.greenhouse.io/capco/jobs/8188195,https://job-boards.greenhouse.io/capco/jobs/8188195,,,,,"hibernate, spring",,Discovered by the standalone runtime from the employer's public ATS API. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-818c-81db-f1f7524efaa0,https://app.notion.com/p/Capco-Java-Backend-Developer-3debe82cb558818c81dbf1f7524efaa0,2026-09-17T14:25:00.000Z,2026-09-17T14:25:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T14:25:00.000Z,,,,gh-8188195,,,UNKNOWN,,,,,,"Technical fit 11.7/25 across 6 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 67% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T14:25:00.000Z,,,java backend developer,Capco — Java Backend Developer
APP146,PradeepIT Consulting Services Pvt Ltd,Backend developer-Porsche,MATCHED,MAYBE,TARGET,61,Possible,0,12.5,20,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-17,2026-08-28,,,https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/backend-developer-porsche,https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/backend-developer-porsche,,,,,,"Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/backend-developer-porsche). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8110-acf2-f0782081b24a,https://app.notion.com/p/PradeepIT-Consulting-Services-Pvt-Ltd-Backend-developer-Porsche-3debe82cb5588110acf2f0782081b24a,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,C-JavaBackend,himalayas-https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/backend-developer-porsche,,,UNKNOWN,,,,,,"Technical fit 12.5/25 across 0 required and 0 preferred skills. Experience 4.7 years against a stated 4+ requirement. ATS keyword coverage 0% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,4-8 years of experience,HIGH,2026-09-17T16:54:00.000Z,,,backend developer porsche,PradeepIT Consulting Services Pvt Ltd — Backend developer-Porsche
APP145,Nagarro,"Senior Engineer, Java",MATCHED,MAYBE,TARGET,62,Possible,80,14,20,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-17,2026-08-29,,,https://himalayas.app/companies/nagarro/jobs/senior-engineer-java,https://himalayas.app/companies/nagarro/jobs/senior-engineer-java,,,,,agile,"Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/nagarro/jobs/senior-engineer-java). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8177-b47f-daaf11473bb1,https://app.notion.com/p/Nagarro-Senior-Engineer-Java-3debe82cb5588177b47fdaaf11473bb1,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,C-JavaBackend,himalayas-https://himalayas.app/companies/nagarro/jobs/senior-engineer-java,,,UNKNOWN,,,,,,"Technical fit 14.0/25 across 5 required and 0 preferred skills. Experience 4.7 years against a stated 2+ requirement. ATS keyword coverage 80% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,2+ years of experience,HIGH,2026-09-17T16:54:00.000Z,,,engineer java,"Nagarro — Senior Engineer, Java"
APP144,Sharebite,AI Engineer,MATCHED,MAYBE,TARGET,62.3,Possible,55.6,12.22,16,12.07,,UNVERIFIED,Himalayas,Remote-India,India,"Canada, Germany, India, United Kingdom, United States",2026-09-17,2026-09-06,,,https://himalayas.app/companies/sharebite/jobs/ai-engineer,https://himalayas.app/companies/sharebite/jobs/ai-engineer,,,,,"system design, langchain, langgraph, bedrock","Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/sharebite/jobs/ai-engineer). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-817c-93f4-e34764e6c95a,https://app.notion.com/p/Sharebite-AI-Engineer-3debe82cb558817c93f4e34764e6c95a,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,B-AI+Java,himalayas-https://himalayas.app/companies/sharebite/jobs/ai-engineer,,,STATED,,,,,,"Technical fit 12.2/25 across 9 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 56% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): langchain, langgraph",REAL,USD 110000-130000 annual,,,Not checked,,not stated,HIGH,2026-09-17T16:54:00.000Z,,,ai engineer,Sharebite — AI Engineer
APP143,gravity9,Java Developer,MATCHED,MAYBE,TARGET,62.3,Possible,88.9,15.56,16,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-17,2026-08-29,,,https://himalayas.app/companies/gravity9/jobs/java-developer,https://himalayas.app/companies/gravity9/jobs/java-developer,,,,,mongodb,"Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/gravity9/jobs/java-developer). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-818c-aaab-c7f5194e116f,https://app.notion.com/p/gravity9-Java-Developer-3debe82cb558818caaabc7f5194e116f,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,B-AI+Java,himalayas-https://himalayas.app/companies/gravity9/jobs/java-developer,,,UNKNOWN,,,,,,"Technical fit 15.6/25 across 9 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 89% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): mongodb",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T16:54:00.000Z,,,java developer,gravity9 — Java Developer
APP142,Cotiviti,Senior Software Engineer,ANALYZING,MANUAL REVIEW,TARGET,62.4,Possible,69.2,13.08,18.23,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-17,2026-09-17,,,https://himalayas.app/companies/cotiviti/jobs/senior-software-engineer-3628673131,https://himalayas.app/companies/cotiviti/jobs/senior-software-engineer-3628673131,,,,,"kubernetes, terraform, angular, agile",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/cotiviti/jobs/senior-software-engineer-3628673131). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8124-989b-ec564366f657,https://app.notion.com/p/Cotiviti-Senior-Software-Engineer-3debe82cb5588124989bec564366f657,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,C-JavaBackend,himalayas-https://himalayas.app/companies/cotiviti/jobs/senior-software-engineer-3628673131,,,UNKNOWN,,,,,,"Technical fit 13.1/25 across 13 required and 0 preferred skills. Experience 4.7 years against a stated 5+ requirement. ATS keyword coverage 69% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): terraform Critical gaps (multi-year, do not claim these): kubernetes, angular",REAL,,,,Not checked,,5+ years of experience,HIGH,2026-09-17T16:54:00.000Z,,,software engineer,Cotiviti — Senior Software Engineer
APP141,micro1,Backend Java Developer,MATCHED,MAYBE,TARGET,62.6,Possible,85.7,16.17,16,0,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-17,2026-08-21,,,https://himalayas.app/companies/micro1/jobs/backend-java-developer,https://himalayas.app/companies/micro1/jobs/backend-java-developer,,,,,,"Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/micro1/jobs/backend-java-developer). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8157-9b11-ebe2d09b14c6,https://app.notion.com/p/micro1-Backend-Java-Developer-3debe82cb55881579b11ebe2d09b14c6,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,B-AI+Java,himalayas-https://himalayas.app/companies/micro1/jobs/backend-java-developer,,,UNKNOWN,,,,,,"Technical fit 16.2/25 across 3 required and 4 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 86% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T16:54:00.000Z,,,backend java developer,micro1 — Backend Java Developer
APP140,RMgX,Senior Associate - Level 1  - JAVA,MATCHED,MAYBE,TARGET,63.2,Possible,72.7,14.55,20,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-17,2026-08-16,,,https://himalayas.app/companies/rmgx/jobs/senior-associate-level-1-java,https://himalayas.app/companies/rmgx/jobs/senior-associate-level-1-java,,,,,"system design, mysql, agile","Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/rmgx/jobs/senior-associate-level-1-java). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-81cc-bd53-f221b2648881,https://app.notion.com/p/RMgX-Senior-Associate-Level-1-JAVA-3debe82cb55881ccbd53f221b2648881,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,B-AI+Java,himalayas-https://himalayas.app/companies/rmgx/jobs/senior-associate-level-1-java,,,UNKNOWN,,,,,,"Technical fit 14.6/25 across 11 required and 0 preferred skills. Experience 4.7 years against a stated 3+ requirement. ATS keyword coverage 73% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score).",REAL,,,,Not checked,,3–4 years of Java backend development experience,HIGH,2026-09-17T16:54:00.000Z,,,associate level java,RMgX — Senior Associate - Level 1  - JAVA
APP139,INDG,Senior AI Engineer,MATCHED,MAYBE,TARGET,65.7,Possible,42.9,10.71,16,11.75,,UNVERIFIED,Himalayas,Remote-Worldwide,Remote-Worldwide,Worldwide,2026-09-17,2026-08-04,,,https://himalayas.app/companies/indg/jobs/senior-ai-engineer-387496711,https://himalayas.app/companies/indg/jobs/senior-ai-engineer-387496711,,,,,"fine-tuning, typescript, pytorch, c#","Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/indg/jobs/senior-ai-engineer-387496711). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8122-9a73-da52cca664c2,https://app.notion.com/p/INDG-Senior-AI-Engineer-3debe82cb55881229a73da52cca664c2,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,B-AI+Java,himalayas-https://himalayas.app/companies/indg/jobs/senior-ai-engineer-387496711,,,UNKNOWN,,,,,,"Technical fit 10.7/25 across 7 required and 0 preferred skills. Experience 4.7 years against a stated 0+ requirement. ATS keyword coverage 43% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Critical gaps (multi-year, do not claim these): pytorch",REAL,,,,Not checked,,not stated,HIGH,2026-09-17T16:54:00.000Z,,,ai engineer,INDG — Senior AI Engineer
APP138,PradeepIT Consulting Services Pvt Ltd,Java Microservice developer,MATCHED,MAYBE,TARGET,66,Possible,80,18,20,0,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-17,2026-08-28,,,https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/java-microservice-developer,https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/java-microservice-developer,,,,,react,"Find the employer's own application page (this is a job-board copy), then run the company trust check and tailor the resume",Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/java-microservice-developer). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8169-aa53-f03159d924c4,https://app.notion.com/p/PradeepIT-Consulting-Services-Pvt-Ltd-Java-Microservice-developer-3debe82cb5588169aa53f03159d924c4,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,C-JavaBackend,himalayas-https://himalayas.app/companies/pradeepit-consulting-services-pvt-ltd/jobs/java-microservice-developer,,,UNKNOWN,,,,,,"Technical fit 18.0/25 across 5 required and 0 preferred skills. Experience 4.7 years against a stated 2+ requirement. ATS keyword coverage 80% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Critical gaps (multi-year, do not claim these): react",REAL,,,,Not checked,,2-5 years of overall experience,HIGH,2026-09-17T16:54:00.000Z,,,java microservice developer,PradeepIT Consulting Services Pvt Ltd — Java Microservice developer
APP137,Cloudera,Forward Deployed AI Engineer,REJECTED,DO NOT APPLY,TARGET,67.9,Possible,40,10,20,11.75,,UNVERIFIED,Himalayas,Remote-India,India,India,2026-09-17,2026-08-30,,,https://himalayas.app/companies/cloudera/jobs/forward-deployed-ai-engineer-966855486,https://himalayas.app/companies/cloudera/jobs/forward-deployed-ai-engineer-966855486,,,,,"data engineering, llamaindex, kubernetes, langchain, mlops, spark",,Discovered by the standalone runtime via Himalayas (listing: https://himalayas.app/companies/cloudera/jobs/forward-deployed-ai-engineer-966855486). Apply on the employer's own site where the listing links to one. Company trust check (SYSTEM_SPEC 3a) and tailored resume still pending.,3debe82c-b558-8160-bb59-eacfe00148a4,https://app.notion.com/p/Cloudera-Forward-Deployed-AI-Engineer-3debe82cb5588160bb59eacfe00148a4,2026-09-17T16:54:00.000Z,2026-09-17T16:54:00.000Z,FALSE,,,,,,Standalone runtime,2026-09-17T16:54:00.000Z,,,,himalayas-https://himalayas.app/companies/cloudera/jobs/forward-deployed-ai-engineer-966855486,,,UNKNOWN,,,,,,"Three or more required skills are multi-year gaps, not learnable ones: data engineering, kubernetes, mlops, spark Technical fit 10.0/25 across 10 required and 0 preferred skills. Experience 4.7 years against a stated 2+ requirement. ATS keyword coverage 40% (an estimate of this profile's overlap with the posting's stated skills, not any employer's actual ATS score). Learnable gaps (weeks, not years): llamaindex, langchain Critical gaps (multi-year, do not claim these): data engineering, kubernetes, mlops, spark",REAL,,,,Not checked,,2–4 years of experience,HIGH,2026-09-17T16:54:00.000Z,,,forward deployed ai engineer,Cloudera — Forward Deployed AI Engineer
